uri,title,event_date,sentiment,categories,loc_country,loc_continent,article_count,total_article_count,delo,dnevnik,vecer
slv-62048,V New Yorku bosta dovoljena samo še dva okusa elektronskih cigaret,2019-09-16,,news/Politics,United States,Noth America,9,9,1,1,0
slv-62050,22 spotikavcev v spomin na v holokavstu izginule prekmurske Jude,2019-09-17,,news/Politics,Slovenia,Europe,9,9,1,1,0
slv-62060,Informacijska pooblaščenka: KPK je podatke o honorarjih pridobil na sporen način ,2019-09-18,,news/Politics,Slovenia,Europe,8,8,1,1,0
slv-62066,Trump za novega svetovalca za nacionalno varnost imenoval Roberta O'Briena,2019-09-18,,news/Politics,-,-,9,9,1,1,0
slv-62093,Z delovno skupino bi uredili financiranje šolstva,2019-09-16,,news/Politics,Slovenia,Europe,9,9,1,1,0
slv-62099,Nov predlog sprememb volilnih okrajev bo omogočal večje razlike v velikosti,2019-09-20,,news/Politics,Slovenia,Europe,11,11,1,1,0
slv-62128,ZDA na Bližnji vzhod pošiljajo še več vojakov,2019-09-21,,news/Politics,United States,Noth America,7,7,1,1,0
slv-62137,Protestniki razbijali po trgovskem centru,2019-09-22,,news/Politics,Hong Kong,Asia,7,7,1,1,0
slv-62150,Purič kritičen do namigovanj o razlogih za svoj odstop,2019-09-20,,news/Politics,-,-,11,11,1,1,0
slv-62214,Izrael po volitvah: mandatar Netanjahu glavna ovira za sestavo vlade,2019-09-24,,news/Politics,-,-,13,13,1,1,0
slv-62219,Šentjernejski župan bo odstopil 19. decembra,2019-09-26,,news/Politics,-,-,8,8,1,1,0
slv-62237,Protesti tokrat tudi v Sloveniji,2019-09-26,,news/Politics,Slovenia,Europe,21,21,1,1,0
slv-62283,Bela hiša omejila dostop do prepisov Trumpovih pogovorov s tujimi voditelji,2019-09-29,,news/Politics,-,-,10,10,1,1,0
slv-62293,Pahor: Chirac pomemben zaveznik Slovenije pri vključevanju v EU in Nato ,2019-09-30,,news/Politics,France,Europe,22,22,1,1,0
slv-62326,Predsednik Ši: Nobena sila ne more zatresti temeljev Kitajske,2019-10-01,,news/Politics,China,Asia,15,15,1,1,0
slv-62395,DZ: Odbor potrdil predlog ukinitve dodatka za delovno aktivnost,2019-10-03,,news/Politics,-,-,9,9,1,1,0
slv-62396,Višje sodišče potrdilo sodbo zoper Andreja Šiška,2019-10-04,,news/Politics,Slovenia,Europe,8,8,1,1,0
slv-62418,Tomaž Glažar dobil zeleno luč za vodenje jeseniške bolnišnice,2019-10-02,,news/Politics,Slovenia,Europe,6,6,1,1,0
slv-62440,Kurti po volilni zmagi: Republiko smo rešili ujetništva politike,2019-10-07,,news/Politics,Kosovo,Europe,11,11,1,1,0
slv-62502,"Počivalšek prejel zagotovila, da ""se ne dela v smeri razbitja Mercatorja""",2019-10-09,,news/Politics,Slovenia,Europe,9,9,1,1,0
slv-62536,Združena opozicija je zrušila vlado,2019-10-10,,news/Politics,-,-,5,5,1,1,0
slv-62549,Renault sklenil Ghosnovo ero,2019-10-11,,news/Politics,-,-,8,8,1,1,0
slv-62582,Novi generalni sekretar LMŠ Tomaž Simetinger,2019-10-14,,news/Politics,Slovenia,Europe,11,11,1,1,0
slv-62609,Prvi mož ustavnega sodišča v bran Accettu: Poziv k odstopu neutemeljen,2019-10-15,,news/Politics,Slovenia,Europe,16,16,1,1,0
slv-62666,Janković se bo pritožil na novovloženi obtožnici,2019-10-17,,news/Politics,Slovenia,Europe,8,8,1,1,0
slv-62679,Mulvaney priznal izsiljevanje Ukrajine: Politični vpliv v zunanji politiki je nekaj normalnega,2019-10-18,,news/Politics,United States,Noth America,6,6,1,1,0
slv-62755,Naruhito uradno zasedel cesarski prestol,2019-10-22,,news/Politics,-,-,13,13,1,1,0
slv-62889,Preiskovalna komisija v zadevi Kangler zaslišanje prič začenja za zaprtimi vrati,2019-10-25,,news/Politics,-,-,14,14,1,1,0
slv-62907,"Orban Šarcu: Če se situacija v Sloveniji spremeni, bomo o 2. tiru razmislili",2019-10-28,,news/Politics,Hungary,Europe,7,7,1,1,0
slv-62986,"Policija s solzivcem, vodnimi topovi in gumijastimi naboji nad protestnike",2019-11-02,,news/Politics,China,Asia,8,8,1,1,0
slv-62993,Johnson opustil grožnjo z brexitom brez dogovora,2019-11-02,,news/Politics,Belgium,Europe,10,10,1,1,0
slv-63067,Levica vložila 11.000 podpisov za ukinitev dopolnilnega zdravstvenega zavarovanja,2019-11-05,,news/Politics,-,-,11,11,1,1,0
slv-63142,Bloomberg razmišlja o potegovanju za demokratsko predsedniško nominacijo,2019-11-08,,news/Politics,United States,Noth America,12,12,1,1,0
slv-63179,"Volitve v Španiji (očitno) niso prinesle rešitve ""političnega rebusa""",2019-11-11,,news/Politics,Spain,Europe,9,9,1,1,0
slv-63182,Čufer: Evropska komisija Sloveniji ni zaupala,2019-11-11,,news/Politics,-,-,8,8,1,1,0
slv-63190,Knovs: Drenikova kršila pravila. Erjavec: Toninov politični napad.,2019-11-11,,news/Politics,Slovenia,Europe,17,17,1,1,0
slv-63196,V Iranu odkrili delce urana na neprijavljeni lokaciji,2019-11-11,,news/Politics,Iran,Asia,6,6,1,1,0
slv-63273,Podmladek SD imenoval začasno vodstvo ,2019-11-13,,news/Politics,-,-,11,11,1,1,0
slv-63286,Pred novim plimovanjem opozorila občanom,2019-11-14,,news/Politics,Slovenia,Europe,7,7,1,1,0
slv-63297,Nepriljubljena ministrica na tleh,2019-11-15,,news/Politics,United Kingdom,Europe,11,11,1,1,0
slv-63371,"FOTO:Ponovno uporabo v navado, pa prilagoditi sistem",2019-11-15,,news/Politics,-,-,6,6,1,1,0
slv-63405,Nekdanji svetovalec direktorja UKC-ja pravnomočno obsojen,2019-11-20,,news/Politics,Slovenia,Europe,6,6,1,1,0
slv-63428,Predsednik EPP-ja Daul: Blokada pogajanj s Skopjem in Tirano strateška napaka,2019-11-19,,news/Politics,Croatia,Europe,13,13,1,1,0
slv-63580,Ostati stranka enega človeka ali skreniti z Erjavčeve poti?,2019-11-27,,news/Politics,Slovenia,Europe,7,7,1,1,0
slv-63599,"Počivalšek: Smo trden člen te vlade. Če pa jo bo kdo zrušil, se bomo pogovarjali. ",2019-11-28,,news/Politics,-,-,15,15,1,1,0
slv-63602,Državni svetniki z vetom nad zakon o izvrševanju proračuna,2019-11-28,,news/Politics,Slovenia,Europe,7,7,1,1,0
slv-63610,Šarec zavrnil Pahorja | MLADINA.si,2019-11-28,,news/Politics,-,-,14,14,1,1,0
slv-63615,Šarca zapušča tesni sodelavec Vojmir Urlep,2019-11-28,,news/Politics,-,-,11,11,1,1,0
slv-63669,Islamska država prevzela odgovornost za napad z nožem v Londonu,2019-12-01,,news/Politics,United Kingdom,Europe,15,15,1,1,0
slv-63706,"Hrvaški šolniki zavrnili ponudbo vlade, stavka se nadaljuje",2019-11-29,,news/Politics,-,-,7,7,1,1,0
slv-63742,Bosanska delegacija v Sloveniji: Prebežniki v BiH pridejo iz držav Evropske unije,2019-12-04,,news/Politics,Belgium,Europe,16,16,1,1,0
slv-63764,"""Če ne bi bili v prvem krogu tako požrešni, bi Dars še lahko spremenil tok dogodkov""",2019-12-05,,news/Politics,-,-,8,8,1,1,0
slv-63789,"Drenikova zahteva umik javnega dela poročila Knovsa in opravičilo Tonina, sicer sledi tožba DZ",2019-12-06,,news/Politics,-,-,10,10,1,1,0
slv-63808,V Jelendolu odprli prenovljeno cesto. Sanacija se bo še nadaljevala.,2019-12-07,,news/Politics,Slovenia,Europe,5,5,1,1,0
slv-63928,Knovs zaznava sistemski problem pri zaposlovanju na Sovi,2019-12-11,,news/Politics,Slovenia,Europe,9,9,1,1,0
slv-63931,Na Danskem 20 aretiranih zaradi načrtovanja terorističnega napada,2019-12-11,,news/Politics,Norway,Europe,5,5,1,1,0
slv-63971,"Mlinarjeva slovenska državljanka, Šarec vložil njeno kandidaturo za ministrico",2019-12-13,,news/Politics,-,-,19,19,1,1,0
slv-63980,"20 mrtvih v izbruhu ognjenika, identificirana prva žrtev",2019-12-14,,news/Politics,-,-,8,8,1,1,0
slv-63988,Poleg Borisa Štefanec v boj za predsednika KPK tudi njegov namestnik Uroš Novak,2019-12-13,,news/Politics,-,-,6,6,1,1,0
slv-64017,Sodišče zavrglo Šiškovo prošnjo za odlog prestajanja kazni,2019-12-16,,news/Politics,Slovenia,Europe,8,8,1,1,0
slv-64031,"Laž, ki se stokrat ponovi, postane resnica?",2019-12-17,,news/Politics,-,-,8,8,1,1,0
slv-64103,Poslanka Lidija Ivanuša iz SNS prestopila med poslance SDS,2019-12-20,,news/Politics,-,-,13,13,1,1,0
slv-64291,Agrokorjeva pritožba zoper sklep o odvzemu Mercatorjevih delnic dolga 160 strani,2019-12-30,,news/Politics,-,-,5,5,1,1,0
slv-64292,Agrokor: Slovenska vlada želi preprečiti prenos Mercatorja na Fortenovo,2019-12-27,,news/Politics,Slovenia,Europe,8,8,1,1,0
slv-64304,"Šarec v novoletni poslanici z željo, da se ne bi prepirali zaradi politike",2019-12-31,,news/Politics,-,-,6,6,1,1,0
slv-64319,Srečno Slovenija: Več desettisoč ljudi novo leto pričakalo na prostem,2020-01-01,,news/Politics,Slovenia,Europe,8,8,1,1,0
slv-64320,"Kim za bližnjo prihodnost napoveduje ""novo strateško orožje""",2020-01-01,,news/Politics,North Korea,Asia,7,7,1,1,0
slv-64322,"ZDA v Bagdad pošiljajo dodatne vojake, ajatola za nasilje krivi ZDA",2020-01-01,,news/Politics,Iraq,Asia,9,9,1,1,0
slv-64327,"""Težko je izreči srečno novo leto, ker ljudje iz Hongkonga niso srečni"" ",2020-01-01,,news/Politics,-,-,8,8,1,1,0
slv-64531,Na Severnem Irskem po treh letih zastoja dogovor o delitvi oblasti,2020-01-10,,news/Politics,United Kingdom,Europe,11,11,1,1,0
slv-64684,Zaradi nedostopnosti volišč za invalide tožba zoper Slovenijo na ESČP,2020-01-15,,news/Politics,Slovenia,Europe,11,11,1,1,0
slv-64751,Šarec in Pivčeva napovedujeta konstruktivno sodelovanje v vladi,2020-01-20,,news/Politics,-,-,6,6,1,1,0
slv-64800,Grški poslanci z veliko večino izvolili prvo predsednico države,2020-01-22,,news/Politics,Greece,Europe,6,6,1,1,0
slv-64842,Globalni indeks korupcije: Slovenija je obstala na mestu,2020-01-23,,news/Politics,Slovenia,Europe,9,9,1,1,0
slv-64880,Vse še naprej na svojem mestu,2020-01-25,,news/Politics,Belgium,Europe,7,7,1,1,0
slv-64919,Na vzhodu Afganistana padlo ameriško letalo      ,2020-01-27,,news/Politics,Afghanistan,Asia,13,13,1,1,0
slv-64974,Slovenski vojaki so spet v Iraku,2020-01-27,,news/Politics,-,-,12,12,1,1,0
slv-65000,Plenković po odločitvi Sodišča EU pozval Slovenijo k dvostranskim pogajanjem (dopolnjeno),2020-01-31,,news/Politics,-,-,7,7,1,1,0
slv-65065,"""Napačna zvezna država!"" Trump zaradi zemljepisa spet tarča posmeha.",2020-02-03,,news/Politics,United States,Noth America,6,6,1,1,0
slv-65179,Šarec: Počivalšek si s pogajanji na drugi strani zapravlja zaupanje na naši strani,2020-02-07,,news/Politics,Belgium,Europe,6,6,1,1,0
slv-65337,Andrej Šiško iz zapora na volitve,2020-02-14,,news/Politics,Slovenia,Europe,9,9,1,1,0
slv-65476,"Rizman v odgovor grožnji s tožbo: ""Infantilna maščevalnost stranke SDS""",2020-02-21,,news/Politics,Slovenia,Europe,10,10,1,1,0
slv-65543,Ob protestih začetek glavne obravnave glede zahteve za izročitev Assanga,2020-02-24,,news/Politics,-,-,11,11,1,1,0
slv-65579,Boj za vodenje CDU bo oster,2020-02-24,,news/Politics,-,-,7,7,1,1,0
slv-65701,Kresalova in Cerar zanikala vpletenost v pregon Kanglerja ,2020-03-02,,news/Politics,Slovenia,Europe,11,11,1,1,0
slv-65718,"Putin želi, da ustava omenja Boga in določa, da je zakon heteroseksualna zveza",2020-03-03,,news/Politics,-,-,7,7,1,1,0
slv-65736,"Izrael: Netanjahu razglasil zmago, a pat položaj naj bi se nadaljeval",2020-03-03,,news/Politics,Israel,Asia,8,8,1,1,0
slv-65760,V Južni Koreji prepovedali izvoz mask,2020-03-05,,news/Politics,United States,Noth America,9,9,1,1,0
slv-65790,FOTO:Na Kitajskem drugi dan zapored naraslo število novih okužb,2020-03-06,,news/Politics,-,-,14,7,1,1,0
slv-65874,ESČP: V Sloveniji glede dostopa do vode v romskih naseljih ni bilo kršitev,2020-03-10,,news/Politics,-,-,25,25,1,1,0
slv-65959,Janša napoveduje dodatne intervencijske ukrepe,2020-03-13,,news/Politics,-,-,10,10,1,1,0
slv-66050,"Šef Sove odstopil. ""Ta odnos do Sove je škodljiv za državo,"" pravi",2020-03-17,,news/Politics,-,-,9,9,1,1,0
slv-66062,Slovenija pričakuje prvo večjo pošiljko zaščitne opreme,2020-03-17,,news/Politics,-,-,7,7,1,1,0
slv-66665,Stanovanjski sklad RS: Gradnja stanovanj teče dalje,2020-04-09,,news/Politics,Slovenia,Europe,8,8,1,1,0
slv-66916,"Ustavno sodišče razveljavilo interventni zakon, ki zapoveduje odstrel medvedov in volkov",2020-04-20,,news/Politics,-,-,10,10,1,1,0
slv-67026,V Tarči razkrili politične pritiske na dobave zaščitne opreme,2020-04-23,,news/Politics,Slovenia,Europe,16,16,1,1,0
slv-67094,Južna Koreja vztraja: Kim Džong Un je živ in zdrav,2020-04-25,,news/Politics,-,-,22,22,1,1,0
slv-67119,Hojs bi protestnike lovil tudi prek facebooka,2020-04-28,,news/Politics,Slovenia,Europe,8,8,1,1,0
slv-67245,"Interpelacija proti Počivalšku vložena s pojasnili, da si jo je napisal sam",2020-05-04,,news/Politics,-,-,16,16,1,1,0
slv-67423,"Ledeni možje prinašajo ohladitev, pravega ledu pa ne",2020-05-10,,news/Politics,-,-,11,11,1,1,0
slv-67437,"Ni jim treba spoštovati predpisov, ki so jih sami sprejeli ",2020-05-12,,news/Politics,Slovenia,Europe,9,9,1,1,0
slv-67471,Stranke kot kandidata za ustavnega sodnika izpostavljajo predvsem Terška in Zobčevo,2020-05-13,,news/Politics,Slovenia,Europe,7,7,1,1,0
slv-67523,Pahor in Milanović poudarila uspešno sodelovanje v spopadanju z epidemijo,2020-05-15,,news/Politics,Slovenia,Europe,8,8,1,1,0
slv-67661,Superciklon Amphan v Indiji in Bangladešu zahteval že 84 življenj ,2020-05-21,,news/Politics,India,Asia,9,9,1,1,0
slv-67745,"V Hongkongu znova vre - Kitajska želi prepovedati odcepitev, upor ali prevrat",2020-05-22,,news/Politics,China,Asia,12,12,1,1,0
slv-67794,V Minneapolisu protesti po smrti temnopoltega moškega med aretacijo,2020-05-27,,news/Politics,United States,Noth America,11,11,1,1,0
slv-67810,V Trstu 12. junija po novem dan osvoboditve mesta izpod jugoslovanske zasedbe,2020-05-27,,news/Politics,Italy,Europe,9,9,1,1,0
slv-67820,DZ kot kandidatu za sodnika Sodišča EU-ja pritrdil le Klemnu Podobniku,2020-05-27,,news/Politics,Slovenia,Europe,7,7,1,1,0
slv-67843,"Hrvaška se odpira za turiste, nič več navedbe razloga za vstop v državo",2020-05-28,,news/Politics,-,-,6,6,1,1,0
spa-1824333,Sanders s prepričljivo zmago v Nevadi utrdil vodstvo med demokrati,2020-02-22,,news/Politics,United States,Noth America,507,9,1,1,0
tur-491941,Trump: Ameriška podjetja lahko še naprej poslujejo s Huaweijem,2019-06-29,,news/Politics,Japan,Asia,20,9,1,1,0
ukr-25950,Za pomoč Venezueli na konferenci zbrali 100 milijonov dolarjev,2019-02-13,,news/Politics,Colombia,South America,31,6,1,1,0
zho-635494,V Boliviji v protestih v podporo Moralesu ubitih pet ljudi,2019-11-14,,news/Politics,Mexico,Noth America,153,11,1,1,0
eng-4543425,V Gdansku bodo pokopali umorjenega župana Adamowicza,2019-01-16,-0.176470588235294,"news/Politics, dmoz/Society/Politics",Poland,Europe,240,11,1,1,0
slv-58852,Slovenski raziskovalec Jernej Ule do več kot dveh milijonov evrov za raziskave možganov,2019-03-28,,news/Science,United Kingdom,Europe,9,9,1,1,0
slv-60322,Hrvaški otok ljubezni je bil naseljen že pred 7000 leti,2019-06-18,,news/Science,Croatia,Europe,5,5,1,1,0
slv-60923,Slovenski znanstveniki določili strukturo virusa Y krompirja,2019-07-18,,news/Science,Czech Republic,Europe,9,9,1,1,0
slv-62539,Nobelova nagrada za kemijo razvijalcem litij-ionskih baterij ,2019-10-09,,news/Science,Sweden,Europe,11,11,1,1,0
slv-66438,FOTO:Evropska komisija znova prepoznala vrhunskost slovenskih znanstvenikov,2020-03-31,,news/Science,Slovenia,Europe,7,7,1,1,0
deu-1015530,FOTO:Tisočo dirko bo s prvega mesta začel Bottas,2019-04-11,,news/Sports,China,Asia,245,13,1,1,0
deu-983420,"OP Avstralije v tenisu, finale: Đoković - Nadal 6:3, 0:1, -:-",2019-01-24,,news/Sports,Australia,Oceania,741,19,1,1,0
fra-494328,FOTO:Toronto v prvem poskusu za točko prekratek,2019-06-08,,news/Sports,Canada,Noth America,193,7,1,1,0
hrv-174163,Leonard v Milwaukeeju popeljal Toronto na prag finala,2019-05-20,,news/Sports,Canada,Noth America,38,10,1,1,0
slv-57430,"Lindsey Vonn bo popestrila ""beli cirkus""",2019-01-07,,news/Sports,-,-,13,13,1,1,0
slv-57485,Križnarjeva 12. na drugi tekmi v Sapporu,2019-01-12,,news/Sports,Japan,Asia,8,8,1,1,0
slv-57620,Anže Kopitar pomagal kraljem do preobrata in zmage,2019-01-22,,news/Sports,United States,Noth America,7,7,1,1,0
slv-57666,Vreme prisililo kitzbühlske prireditelje v spremembo programa,2019-01-24,,news/Sports,Austria,Europe,10,10,1,1,0
slv-57690,Slobodan Kovač ni več selektor Slovenije,2019-01-25,,news/Sports,Slovenia,Europe,8,8,1,1,0
slv-57917,Kralji na krilih treh podaj Kopitarja do visoke zmage,2019-02-06,,news/Sports,United States,Noth America,7,7,1,1,0
slv-58178,Zajc: Moj cilj je kolajna,2019-02-17,,news/Sports,Slovenia,Europe,14,14,1,1,0
slv-58599,"Miami vodil že za 20 točk, a na koncu izgubil",2019-03-16,,news/Sports,United States,Noth America,7,7,1,1,0
slv-58612,Izjemnemu Domnu Prevcu lahko zmago vzame le višja sila,2019-03-14,,news/Sports,Norway,Europe,24,24,1,1,0
slv-58614,Poleti v Vikersundu (V ŽIVO): kam lahko sežejo slovenski orli? (17.00)*,2019-03-16,,news/Sports,Norway,Europe,7,7,1,1,0
slv-58619,Los Angeles Kings izgubili četrtič v nizu (dopolnjeno),2019-03-15,,news/Sports,United States,Noth America,10,10,1,1,0
slv-58920,"VELIKA OKREPITEV? No, to bo pokazal čas, toda o vijoličastem dresu je povedal tole",2019-04-01,,news/Sports,Slovenia,Europe,6,6,1,1,0
slv-59089,"Barada prepričan: ""Najbolj kakovostna kikboksarska prireditev v Sloveniji!""",2019-04-09,,news/Sports,Slovenia,Europe,8,8,1,1,0
slv-59237,Westbrookov trojni dvojček premalo za zmago (dopolnjeno),2019-04-15,,news/Sports,United States,Noth America,9,9,1,1,0
slv-59580,Denver in Toronto le še korak od konferenčnega finala (VIDEO),2019-05-08,,news/Sports,-,-,17,10,1,1,0
slv-59694,Milwaukee povedel v finalu vzhodne konference,2019-05-16,,news/Sports,Canada,Noth America,10,10,1,1,0
slv-59773,"Peta tekma sezone in peta zmaga Janje Garnbret, tudi Mia Krampl je bila uspešna - tretja",2019-05-19,,news/Sports,Germany,Europe,11,11,1,1,0
slv-60017,"Haye o Joshui: Izgubil je nedotakljivost, je samo še navaden smrtnik",2019-06-02,,news/Sports,United States,Noth America,6,6,1,1,0
slv-60175,Ilić se je po 12 letih vrnil v Domžale ,2019-06-10,,news/Sports,Slovenia,Europe,5,5,1,1,0
slv-60466,Cedevita Olimpija na seznamu za evropski pokal,2019-06-26,,news/Sports,Slovenia,Europe,7,7,1,1,0
slv-60789,Cedevita Olimpija podpisala pogodbo z nadarjenim Krampljem,2019-07-12,,news/Sports,Slovenia,Europe,5,5,1,1,0
slv-61157,Ljubljana gosti svetovno elito odbojke na mivki,2019-08-01,,news/Sports,Slovenia,Europe,7,7,1,1,0
slv-61459,Za poškodbo Adriana kriv navijač ,2019-08-16,,news/Sports,-,-,8,8,1,1,0
slv-61675,Navijači Dinama odgovorili Beograjčanom: na Maksimir parkirali traktor,2019-08-27,,news/Sports,Serbia,Europe,6,6,1,1,0
slv-61755,FOTO:Novak Đoković predal dvoboj proti Stanu Wawrinki,2019-09-02,,news/Sports,United States,Noth America,7,7,1,1,0
slv-61966,Španci po dveh podaljških v finalu svetovnega prvenstva,2019-09-13,,news/Sports,Japan,Asia,8,8,1,1,0
slv-62038,Grošelj: Davo Karničar je bil v tujini bolj cenjen kot doma,2019-09-16,,news/Sports,-,-,10,10,1,1,0
slv-62503,Koren se bo lahko vrnil 14. maja leta 2021,2019-10-09,,news/Sports,Austria,Europe,7,7,1,1,0
slv-62851,"Slovenci v 38. minuti vodili s +8, na koncu pa remi z Nizozemci      ",2019-10-25,,news/Sports,Slovenia,Europe,10,10,1,1,0
slv-63012,"Nadal prevzel teniški prestol, a končni odgovor bo dal London",2019-11-04,,news/Sports,United Kingdom,Europe,11,11,1,1,0
slv-63337,Luka Dončić: Trojni dvojček mi danes ne pomeni ničesar,2019-11-15,,news/Sports,United States,Noth America,8,8,1,1,0
slv-63372,FOTO:Luka Dončić že v prvi četrtini sedmemu trojčku naproti,2019-11-19,,news/Sports,United States,Noth America,23,23,1,1,0
slv-63391,Kokoškov sedel na klop Srbije: Pri meni uspeh vedno pripade igralcem,2019-11-18,,news/Sports,Japan,Asia,13,13,1,1,0
slv-63487,"Peter Prevc sedmi v kvalifikacijah, Zajc deveti",2019-11-22,,news/Sports,-,-,8,8,1,1,0
slv-63498,Dragić z Miamijem doživel četrti poraz sezone,2019-11-24,,news/Sports,United States,Noth America,8,8,1,1,0
slv-63670,Bradatež iz Houstona tekmecu nasul kar 60 točk,2019-12-01,,news/Sports,United States,Noth America,13,6,1,1,0
slv-63673,"""Olimpija najboljša je""",2019-12-01,,news/Sports,Slovenia,Europe,7,7,1,1,0
slv-63925,Miami brez Dragića do razburljive zmage po podaljšku,2019-12-11,,news/Sports,United States,Noth America,6,6,1,1,0
slv-64595,"Dalila Jakupović žrtev dima: ""Nisem mogla niti hoditi.""",2020-01-14,,news/Sports,Australia,Oceania,18,13,1,1,0
slv-64798,Drevova in Tiršek športnika leta med invalidi,2020-01-21,,news/Sports,Slovenia,Europe,7,7,1,1,0
slv-64926,Federer sedemkrat ušel porazu,2020-01-26,,news/Sports,Australia,Oceania,18,7,1,1,0
slv-64972,"FOTO:Sofia Kenin prvič v finale, v katerem bo izzvala Garbino Muguruzo",2020-01-30,,news/Sports,Australia,Oceania,18,8,1,1,0
slv-65200,Peta zmaga za Chiaro Hölzl,2020-02-08,,news/Sports,-,-,12,12,1,1,0
